sigpvals1,sigpvals2,sigpvals3,sigpvals4,sigpvals5,sigpvals6,sigpvals7,sigpvals8,sigpvals9,sigpvals10,sigpvals11,sigpvals12,sigpvals13,sigpvals14,sigpvals15,sigpvals16,sigpvals17,sigpvals18,sigpvals19,sigpvals20,sigpvals21,sigpvals22,sigpvals23,sigpvals24,sigpvals25,sigpvals26,sigpvals27,sigpvals28,sigpvals29,sigpvals30,sigpvals31,sigpvals32,sigpvals33,sigpvals34,sigpvals35,sigpvals36,sigpvals37,sigpvals38,sigpvals39,sigpvals40,sigpvals41,sigpvals42,sigpvals43,sigpvals44,sigpvals45,sigpvals46,sigpvals47,sigpvals48,sigpvals49,sigpvals50,sigpvals51,sigpvals52,sigpvals53,sigpvals54,sigpvals55,sigpvals56,sigpvals57,sigpvals58,sigpvals59,sigpvals60,sigpvals61,sigpvals62,sigpvals63,sigpvals64,sigpvals65,sigpvals66,sigpvals67,sigpvals68,sigpvals69,sigpvals70,sigpvals71,sigpvals72,sigpvals73,sigpvals74,sigpvals75,sigpvals76,sigpvals77,sigpvals78,sigpvals79,sigpvals80,sigpvals81,sigpvals82,sigpvals83,sigpvals84,sigpvals85,sigpvals86,sigpvals87,sigpvals88,sigpvals89,sigpvals90,sigpvals91,sigpvals92,sigpvals93,sigpvals94,sigpvals95,sigpvals96,sigpvals97,sigpvals98,sigpvals99,sigpvals100,sigpvals101,sigpvals102,sigpvals103,sigpvals104,sigpvals105,sigpvals106,sigpvals107,sigpvals108,sigpvals109,sigpvals110,sigpvals111,sigpvals112,sigpvals113,sigpvals114,sigpvals115,sigpvals116,sigpvals117,sigpvals118,sigpvals119,sigpvals120,sigpvals121,sigpvals122,sigpvals123,sigpvals124
0.14799,0.29469,0.084654,0.10073,0.12455,0.18973,0.35075,0.13093,0.49853,0.25892,0.033971,0.43023,0.31981,3.4914e-05,0.017938,0.19851,0.015842,0.022113,0.37912,0.051047,0.21881,0.16329,0.029902,0.097014,0.043767,0.05487,0.22008,0.11324,0.39831,0.0045628,0.084674,0.00684,0.0097232,0.0065532,0.15027,0.26026,0.21341,0.022847,0.37332,0.82502,0.040293,0.48896,0.0084854,0.21031,0.30419,0.045478,0.33418,0.29882,0.29721,0.47992,0.2617,0.014982,0.29592,0.045463,0.25338,0.25511,0.090494,0.10568,0.36007,0.072775,0.46624,0.077224,0.020025,0.63988,0.065832,0.062102,0.042179,0.22784,0.060916,0.26695,1.1047e-13,0.099255,0.12731,6.5205e-05,0.26247,0.10039,0.77887,0.34594,0.058129,0.23614,0.094058,0.33743,0.46261,0.43166,0.55974,0.066258,0.54821,0.17746,0.26969,0.192,0.49652,0.13113,0.19491,0.54865,0.14273,0.057124,0.074787,0.38865,0.12474,0.20374,0.031031,0.37685,0.073073,0.13781,0.066181,0.15256,0.044864,2.1198e-07,0.00077308,0.097521,0.25455,0.031461,0.030398,0.028579,0.012699,0.0044487,0.058994,0.10914,0.08869,0.30849,0.051363,0.45472,0.28426,0.33798
0.25523,0.20868,0.010301,0.35111,0.35164,0.36349,0,0,0.41312,0.12697,0.19574,3.6966e-06,0,0,8.3221e-07,0.015585,0.16993,0.26227,0.34348,4.5519e-15,0.060879,0.48574,0.023928,0.13944,0.32785,0.45097,0.47041,3.1174e-10,0.0051268,0.31927,0.0055606,0.22073,0.093584,0.015555,0.19903,0.031818,0.23061,0.093949,0.30853,0.24961,0.11997,0.21843,0.21707,0.33469,0.018668,0.18646,0.066175,0.061831,0.095064,0.27522,0.12345,0.21202,0.44737,0.037067,0.22616,0.12544,0.074403,0.17281,0.10657,0.072023,0.089365,0.12387,0.0034214,0.26679,0.18635,0.18532,0.21422,0.074672,0.12895,0.44333,5.1817e-08,5.6621e-15,0.42451,0.063638,0.31423,0.34384,0.23057,0.020485,0.012907,1.0893e-06,0.018203,0.0705,0.087886,0.071744,0.022365,0,0.20786,0.061087,1.4988e-14,0.29138,0.35353,0.013826,0.00059872,0.36094,1.9625e-05,0.026425,0.27916,0.15326,0.24319,0.072333,0.54805,0.37111,0.23213,0.47921,0.25441,0.015207,0.094191,0.029566,0.050608,0.00022875,0.07867,0.44708,0.32368,0.057694,0.21154,0.11478,0.15083,0.5069,0.0004246,0.152,0.18768,0.65618,0.21134,0.0046147
0.17058,0.31837,0.11888,0.24921,0.1043,0.024295,0.35231,0.63853,0.02183,0.46264,0.37876,0.096822,0.40145,0.053703,0.0017072,0.058796,0.22974,0.0027202,0.17302,1.0301e-05,0.29894,0.12098,0.18789,0.02767,0.63798,0.094688,0.13718,0.072823,0.41839,0.080671,0.082185,0.28819,0.089676,0.083199,0.096645,0.10599,1.1603e-05,0.15465,0.30468,0.23242,0.40873,0.23677,0.032407,0.16297,0.0069563,0.034339,0.045238,0.48449,0.099347,0.10134,0.13866,0.0026671,7.4559e-05,0.080733,0.36511,0.13012,0.061606,0.1376,0.2464,0.015289,0.11223,0.164,0.034505,0.063652,0.044276,0.038228,0.19706,0.11334,0.064757,0.010384,0.0033212,0.081943,0.30456,0.097691,0.12358,0.085467,0.14604,0.18596,0.081974,0.00026673,0.29473,0.18126,0.25268,0.21615,0.27878,0.44132,0.55854,0.14708,4.356e-07,0.23006,0.32414,0.091937,0.060612,0.10613,0.17724,0.060965,0.01722,0.2182,0.18014,0.0086202,0.58634,0.38563,0.067214,0.042968,0.028421,0.29571,0.17063,0.0051494,0.45316,0.033168,0.27032,0.31271,0.21462,0.12171,0.21026,3.4536e-11,0.12388,0.2704,0.33196,0.0078623,0.044825,0.36318,0.30962,0.098867
0.31491,0.24292,0.033409,0.34649,0.12335,0.065268,0.053924,0.059265,0.19827,0.13558,0.36946,0.13058,0.31992,0.0012486,0.0088579,0.060234,0.54526,0.034015,0.22041,0.073002,0.23268,0.11745,0.39133,0.13189,0.23662,0.31102,0.0032439,0.033414,0.23958,0.048696,0.14803,0.3246,0.061803,0.23108,0.11167,0.036275,0.41264,0.40069,0.18123,0.1505,0.60998,0.072349,0.00042775,0.37542,0.079443,0.25896,0.1727,0.27291,0.43781,0.76782,0.21579,0.42468,0.076382,0.082062,0.075873,0.15401,0.1732,0.34272,0.11827,0.086452,0.57093,0.015861,0.14506,0.088541,0.2318,0.52769,0.089167,0.13471,0.416,0.12108,4.7262e-08,0.23917,0.088329,0.26044,0.33948,0.11044,0.11675,0.4199,0.24359,0.19152,0.48242,0.16401,0.08017,0.5036,0.38256,0.051732,0.29956,0.18147,0.17055,0.25011,0.21061,0.40315,0.2338,0.43166,0.31986,0.2236,0.15173,0.39053,0.22186,0.25942,0.14843,0.22775,0.044572,0.10743,0.040026,0.22819,0.40303,0.0073523,0.3216,0.10366,0.33281,0.38214,0.12917,0.37705,0.034874,0.46926,0.44882,0.23185,0.20813,0.29014,0.58261,0.085308,0.14802,0.36438
0.067364,0.097469,0.03529,0.11945,0.23561,0.26233,0.29725,0.16794,0.56802,0.31002,0.082184,0.14888,0.18019,0.00011169,0.019853,0.10134,0.14081,0.18744,0.12113,0.046523,0.25521,0.30331,0.60398,0.19096,0.042513,0.47631,0.23534,0.28237,0.16981,0.07813,0.3798,0.14259,0.39799,0.31477,0.049686,0.095437,0.01141,0.2696,0.050882,0.17118,0.012852,0.059944,0.13523,0.053549,0.025777,0.093835,0.10344,0.11487,0.1611,0.034598,0.32325,0.127,0.0081399,0.45848,0.022953,0.38062,0.20045,0.29175,0.1182,0.34129,0.14025,0.47428,0.1467,0.085181,0.21516,0.12314,0.1182,0.13108,0.03453,0.0092758,6.1318e-09,0.003488,0.31696,0.040428,0.16978,0.50069,0.025766,0.44045,0.2393,0.0012981,0.027203,0.091236,0.067919,0.11348,0.05179,0.19772,0.13695,0.21718,0.0016408,0.28868,0.31877,0.39596,0.64567,0.60756,0.22296,0.11609,0.057815,0.034515,0.29155,0.10073,0.36285,0.062665,0.11972,0.043244,0.23245,0.089679,0.024125,1.2413e-07,0.13088,0.070916,0.040307,0.22546,0.31245,0.29502,0,0.011971,0.35266,0.41895,0.071858,0.3649,0.217,0.090363,0.068352,0.080672
0.071383,0.56309,0.0097523,0.00025746,0.40067,0,0.0007802,0.0089234,0.42622,0.072861,0.1251,0.54017,0.0521,4.1486e-11,6.3395e-08,6.0712e-09,0.025291,0,0.055778,0.034846,0.00064168,0.038463,3.5587e-09,0.0063488,0.28064,0.44391,0.12768,0.017065,0.054278,0.057873,0.036296,0.041327,0.018542,0.12985,0.34546,0.018813,0.00059635,0.039808,0.41127,0.56196,0.56385,0.61488,3.8803e-07,0.36679,0.072407,0.016412,0.28489,0.013791,0.29859,0.44853,0.28716,0.23997,0.18552,0.041344,0.20577,0.33172,0.075201,0.2574,0.092878,0.086484,0.43419,0.092614,0.061633,0.095834,0.00034623,0.045089,0.045636,0.15938,0.053552,8.6124e-08,0.0037768,0.061215,0.23193,0.036099,0.086119,5.7694e-06,0.75743,0.40081,0.1789,1.1102e-16,0.090923,0.087855,0.15297,0.087466,0,0.14173,0.043565,0.27325,0.15403,0.11967,0.14114,0.094023,0.0054743,0.51115,0.0063598,0.039105,0.074775,0.33176,0.15137,0.23183,0.29396,0,0.04976,0.086915,0.0037624,0.0033062,0.059735,0,0.0024676,0.0024547,8.5487e-15,0.05907,0.15419,0.34072,0.23573,0.22168,0.27969,0.015642,0.47174,0.10809,0.18602,0.044935,0.02936,0.74888
0.46732,0.17635,0.49655,0.47769,0.16161,0.7803,0.75021,0.4149,0.25223,0.31639,0.17427,0.26254,0.2046,0.0027366,0.18942,0.4854,0.39781,0.68905,0.035298,0.11239,0.21511,0.04511,0.56356,0.022057,0.10273,0.11053,0.22085,0.54929,0.28295,0.71907,0.17884,0.64019,0.55379,0.26836,0.69064,0.57486,0.24008,0.24819,0.16741,0.1334,0.35875,0.33142,0.054304,0.40793,0.30782,0.25478,0.27532,0.50135,0.028215,0.083983,0.40737,0.50762,0.18565,0.474,0.44427,0.21243,0.45842,0.34582,0.40267,0.41659,0.13945,0.50682,0.27003,0.22785,0.57268,0.34291,0.3462,0.26554,0.24363,0.52616,0.050981,0.013086,0.24836,0.18742,0.39785,0.21053,0.11157,0.39271,0.21449,0.00034568,0.19278,0.12003,0.49073,0.16061,0.33132,0.45433,0.19215,0.24514,0.070837,0.11493,0.28042,0.56886,0.12592,0.56776,0.062152,0.47995,0.25818,0.013702,0.32006,0.090571,0.39389,0.44532,0.55984,0.46898,0.33437,0.23108,0.46818,0.12552,0.224,0.42739,0.21267,0.14989,0.035637,0.061438,0.021897,0.24185,0.28644,0.36749,0.28245,0.52756,0.32867,0.18777,0.35708,0.18768
0.39235,0.11866,0.34818,0.43158,0.32703,0.33769,0.020952,0.16944,0.31386,0.39734,0.32643,0.40724,0.22881,0.00077604,1.5284e-09,0.00093983,0.33947,0.14601,0.27396,0,0.0088,0.40915,0.26213,0.38214,0.4745,0.16508,0.56856,0.090686,0.30958,0.37972,0.080214,0.33294,0.17623,0.20684,0.35789,0.21582,0.26984,0.17846,0.47257,0.3084,0.076815,0.18905,0.0022694,0.15008,0.032668,0.069094,0.14063,0.096296,0.21188,0.24508,0.078459,0.26039,0.21893,0.34175,0.17258,0.099869,0.14625,0.34942,0.012435,0.28184,0.19861,0.098086,0.12456,0.026723,0.020199,0.060034,0.19597,0.17437,0.068762,0.52862,0,0,0.079813,0.15727,0.17599,0.09419,0.17111,0.29017,0.47334,0.30754,0.52684,0.16315,0.59327,0.063804,0.045315,0.011124,0.053348,0.18084,3.1599e-07,0.20212,0.65045,0.020171,0.0050892,0.06755,0.16793,0.042105,0.60136,0.23229,0.22075,0.084196,0.47234,0.14348,0.31931,0.31809,0.36681,0.40306,0.16121,0.046272,0.15146,0.051416,0.11903,0.041094,0.2317,0.16405,0.19549,0.45443,0.24768,0.18451,0.15679,0.0010462,0.076816,0.18885,0.073635,0.052875
0.15725,0.0154,0.41621,0.6935,0.053778,0.68553,0,1.1102e-16,0.347,0.16315,0.24705,0.033704,0,0.029135,0.0004555,0.72265,0.0068218,0.49951,0.08752,9.352e-05,0.14207,0.3922,0.38417,0.066006,0.57101,0.027824,0.38324,0.020708,0.080894,0.64819,0.28839,0.22604,0.29962,0.54569,0.44226,0.49989,0.73372,0.15491,0.18891,0.10213,0.013364,0.11944,0.33161,0.35398,0.25447,0.30164,3.7046e-05,0.038452,0.070717,0.042831,0.46394,0.83436,0.085241,0.43511,0.11337,0.036454,0.19246,0.33034,0.59208,0.22664,0.26274,0.56032,0.22897,0.16346,0.83656,0.5322,0.27154,0.18143,0.46416,0.31721,5.6176e-05,0.00030886,0.29983,0.0061424,0.47364,0.5535,0.022515,0.048451,0.20226,2.7055e-07,0.35651,0.083489,0.26694,0.20836,0.00029364,2.1527e-13,0.09415,0.1111,1.1971e-06,0.21036,0.04351,0.28266,0.24979,0.34635,0.079893,0.45517,0.45717,0.0062994,0.58085,0.25596,0.47429,0.79932,0.62176,0.25034,0.64934,0.76135,0.48553,0.017309,0.35356,0.038499,0.016841,0.58269,0.3506,0.11788,0.55942,0.26465,0.22005,0.097553,0.031769,0.050786,0.22236,0.24023,0.066758,0.0065264
0.12165,0.057852,0.32525,0.20428,0.34064,0.17471,0.29567,0.38733,0.13358,0.16813,0.29544,0.11228,0.22949,0.16138,0.067112,0.20245,0.29352,0.2006,0.42916,0.28115,0.25732,0.51722,0.26748,0.21899,0.4152,0.47863,0.41441,0.15008,0.16361,0.82111,0.32941,0.63713,0.38724,0.66513,0.33433,0.4526,0.48202,0.43665,0.13452,0.080015,0.19492,0.083208,0.80835,0.064172,0.6561,0.2799,0.052306,0.012719,0.083847,0.023843,0.17182,0.67847,0.0045204,0.54288,0.058745,0.13798,0.17069,0.046391,0.14307,0.23986,0.1255,0.61465,0.53213,0.10491,0.62805,0.0026677,0.35049,0.14922,0.43385,0.080516,0.03978,0.11086,0.13925,0.46932,0.3923,0.4956,0.23527,0.24602,0.35727,0.12296,0.4047,0.15961,0.23775,0.070001,0.062729,0.32123,0.13104,0.1402,0.025661,0.097632,0.13186,0.26149,0.57363,0.060468,0.43398,0.539,0.54151,0.22692,0.49317,0.43423,0.53054,0.082633,0.61308,0.66693,0.7085,0.25419,0.55168,0.15151,0.62711,0.3575,0.067391,0.91432,0.49157,0.61347,0.44078,1.3093e-10,0.10263,0.79775,0.29632,0.088941,0.10872,0.38561,0.40481,0.1929
0.12067,0.24644,0.13714,4.1197e-05,0.2075,0,0.10269,0.040441,0.15955,0.066726,0.14757,0.57507,0.40959,0.00049081,5.8831e-09,2.6769e-05,0.56801,0,0.17465,0.011732,0.0089911,0.19087,4.0716e-07,3.6495e-05,0.011651,0.032266,0.097569,0.013699,0.13326,0.011714,0.010962,1.4051e-09,0.023105,0.015585,0.0055399,6.3454e-05,0.012782,0.13835,0.33513,0.1546,0.2288,0.34368,0,0.33281,0.013179,0.12729,0.30139,0.17763,0.26929,0.58779,0.17973,0.040578,0.0039587,0.0015154,0.40496,0.15148,0.0075667,0.10992,0.042548,0.015892,0.72171,3.9017e-05,0.0031738,0.3024,0.033733,0.060463,0.16441,0.3076,0.065254,0.00040603,0.0074289,0.0025217,0.2296,0.128,0.037065,2.4631e-07,0.35155,0.17536,0.014747,0,0.0020909,0.19555,0.24258,0.21255,0,0.029221,0.10158,0.10682,0.14651,0.54334,0.16741,0.013456,0.016234,0.46447,0.027466,0.00056612,0.0030473,0.16219,0.058807,0.16641,0.06026,0,3.9219e-06,0.0070148,0.062582,0.0079785,0.015039,0,0.014502,2.8807e-05,1.0966e-05,0.23282,0.068207,0.025155,0.30856,0.32255,0.082512,0.30849,0.33388,0.42968,0.37514,0.31593,0.10986,0.13025
0.057244,0.30212,0.031679,0.89153,0.14002,0.65202,0.035856,0.038004,0.10334,0.24782,0.075573,0.35082,0.29762,0.026174,5.7069e-06,0.085236,0.011324,0.65509,0.48425,0,0.21473,0.36826,0.6917,0.2371,0.010004,0.0050799,0.093303,0.25695,0.27964,0.031955,0.20062,0.044148,0.054007,0.0045023,0.076197,0.14642,0.10725,4.0074e-06,0.32998,0.27791,0.31238,0.15535,0.027587,0.36358,0.23379,0.29005,0.44902,0.45767,0.21766,0.30156,0.45503,0.25538,0.17459,0.2416,0.22483,0.36207,0.16578,0.11869,0.12913,0.075716,0.24198,0.014157,0.19941,0.0046202,0.38161,0.066362,0.058516,0.5315,0.0053384,0.2666,0,0,0.099226,0.039506,0.067935,0.25489,0.14571,0.28365,0.070413,0.31622,0.012342,0.1924,0.53836,0.54811,0.3523,0.26018,0.1132,0.44526,0.0076543,0.079088,0.16603,0.015716,0.034363,0.29858,0.085918,0.26171,0.042472,0.40605,0.039117,0.32013,0.018426,0.50369,0.003774,0.086784,0.16514,0.0030957,0.0197,0.03732,2.6833e-07,0.0018817,0.10846,0.0050713,0.095436,0.30844,0.0031179,0.086304,0.033219,0.013427,0.42677,0.268,0.18131,0.14205,0.077507,0.1257
0.2099,0.57761,0.070381,0.085921,0.061233,0.34592,0.055728,0.072645,0.27135,0.067077,0.067592,0.16317,0.41233,0.087325,0.57353,0.22963,0.057206,0.19102,0.087956,0.016315,0.3247,0.064848,0.35553,0.25658,0.13446,0.14955,0.025923,0.08685,0.37561,0.045668,0.1222,0.095623,0.29453,0.010096,0.11124,0.086343,0.2454,0.12694,0.24607,0.073574,0.28682,0.16791,0.42678,0.0063618,0.067563,0.098794,0.23144,0.26499,0.42996,0.070432,0.24971,0.25975,0.36818,0.19879,0.57973,0.046076,0.086046,0.23365,0.20724,0.14374,0.22946,0.090572,0.14158,0.13016,0.077182,0.13437,0.10684,0.14782,0.22448,0.1201,0.19804,0.12387,0.47204,0.032117,0.19623,0.36828,0.25951,0.35626,0.069142,0.47184,0.21464,0.28599,0.42068,0.47624,0.55369,0.23482,0.34301,0.17636,0.44826,0.25616,0.33567,0.3931,0.084107,0.092091,0.23537,0.12722,0.0038184,0.30262,0.03139,0.3729,0.2258,0.43246,0.21994,0.35194,0.27595,0.20199,0.01045,0.10234,0.020033,0.0075416,0.039752,0.12148,0.14722,0.18456,0.00053431,0.15168,0.095091,0.27312,0.32473,0.21215,0.076387,0.17328,0.16505,0.046873
0.41995,0.22545,0.36392,0.20804,0.3285,0.26175,0.26548,0.13634,0.3216,0.044159,0.13458,0.28144,0.048249,0,4.4409e-15,0.037217,0.29031,0.036386,0.37804,3.4662e-08,0.22941,0.16316,0.085827,0.16552,0.1165,0.1044,0.25211,0.096655,0.040923,0.04626,0.2647,0.19385,0.37595,0.21854,0.41853,0.2833,0.19404,0.41405,0.31096,0.45568,0.041342,0.18703,0.0061843,0.14423,0.0095165,0.22154,0.24231,0.071877,0.34026,0.41994,0.4537,0.25735,0.27199,0.17167,0.37532,0.16778,0.39564,0.1442,0.14588,0.10411,0.45179,0.095897,0.0059301,0.17022,0.21461,0.00098355,0.011407,0.14884,0.004533,0.040415,0,0.23927,0.11759,0.094734,0.29676,0.05741,0.30307,0.42012,0.33209,0.24309,0.12727,0.10734,0.18573,0.35256,0.15283,0.0022167,0.25804,0.53551,0.016117,0.19988,0.21309,0.1876,0.10638,0.53691,0.072214,0.10635,0.16438,0.020983,0.07122,0.30077,0.2455,0.19258,0.364,0.39968,0.32336,0.011853,0.19132,2.0702e-08,0.00168,0.14216,0.11454,0.63982,0.035434,4.8569e-05,0.016849,0.28107,0.23512,0.0044472,0.61005,0.093209,0.47577,0.055191,0.049695,0.21712
0.32323,0.15093,0.20074,0.40589,0.18605,0.37874,0.26336,0.31701,0.2981,0.21278,0.2781,0.19557,0.04312,6.7016e-08,0.20427,0.33704,0.36465,0.30404,0.10933,0.23132,0.0036827,0.28395,0.31635,0.17817,0.21676,0.087281,0.42196,0.30755,0.13284,0.31396,0.094979,0.2829,0.26052,0.43091,0.18859,0.31285,0.28221,0.43596,0.34068,0.11523,0.38418,0.55931,0.27466,0.21592,0.11183,0.36588,0.051446,0.30735,0.086583,0.12362,0.14583,0.55412,0.25053,0.33969,0.10007,0.042288,0.091352,0.65072,0.26652,0.23529,0.28056,0.65936,0.48886,0.68969,0.57493,0.13228,0.37482,0.47087,0.0089438,0.41943,4.1175e-07,0.20232,0.27798,0.087198,0.20408,0.20396,0.42266,0.3959,0.48701,0.22195,0.10106,0.5697,0.28749,0.13944,0.12721,0.058,0.18504,0.23979,0.034635,0.24664,0.0033262,0.15468,0.40177,0.14657,0.44558,0.42641,0.29479,0.35248,0.25451,0.1944,0.15588,0.10463,0.13065,0.11049,0.1343,0.24573,0.38818,0.011085,0.12803,0.41932,0.29859,0.28829,0.18804,0.63394,0.074965,0.16925,0.27382,0.12834,0.064749,0.17962,0.077005,0.25124,0.051128,0.10491
